attendance,away_team,game_type,home_team,venue,day_of_week,sky,total_runs,game_hours_dec,season,home_team_outcome
36438,Kansas City Royals,Night Game,Toronto Blue Jays,Rogers Centre,Monday,Sunny,8,2.166666667,regular,Win
14532,Los Angeles Angels of Anaheim,Day Game,Tampa Bay Rays,Tropicana Field,Monday,In Dome,6,3.2,regular,Win
41850,Pittsburgh Pirates,Day Game,St. Louis Cardinals,Busch Stadium III,Monday,Drizzle,6,2.9,regular,Loss
41874,Colorado Rockies,Day Game,San Francisco Giants,AT&T Park,Monday,Cloudy,4,2.933333333,regular,Win
19064,Atlanta Braves,Day Game,Philadelphia Phillies,Citizens Bank Park,Monday,Unknown,10,2.45,regular,Win
30424,Miami Marlins,Day Game,New York Mets,Citi Field,Monday,Sunny,14,3.633333333,regular,Win
23100,Oakland Athletics,Day Game,Minnesota Twins,Target Field,Monday,Cloudy,4,2.833333333,regular,Loss
47378,Baltimore Orioles,Night Game,Los Angeles Dodgers,Dodger Stadium,Monday,Sunny,12,3.2,regular,Win
29844,Seattle Mariners,Day Game,Houston Astros,Minute Maid Park,Monday,In Dome,3,2.433333333,regular,Win
34163,Detroit Tigers,Night Game,Cleveland Indians,Progressive Field,Monday,Overcast,8,3.333333333,regular,Win
41293,Cincinnati Reds,Day Game,Chicago Cubs,Wrigley Field,Monday,Unknown,14,3.016666667,regular,Win
30955,New York Yankees,Day Game,Chicago White Sox,U.S. Cellular Field,Monday,Unknown,10,3.1,regular,Win
36253,Texas Rangers,Day Game,Boston Red Sox,Fenway Park,Monday,Cloudy,17,3.666666667,regular,Win
39203,San Diego Padres,Night Game,Arizona Diamondbacks,Chase Field,Monday,In Dome,12,3.416666667,regular,Loss
37328,Cincinnati Reds,Day Game,Washington Nationals,Nationals Park,Sunday,Unknown,13,3.133333333,regular,Win
45962,Cleveland Indians,Day Game,Toronto Blue Jays,Rogers Centre,Sunday,Sunny,18,3.166666667,regular,Win
13126,Detroit Tigers,Day Game,Tampa Bay Rays,Tropicana Field,Sunday,In Dome,6,3.183333333,regular,Loss
41148,Milwaukee Brewers,Day Game,St. Louis Cardinals,Busch Stadium III,Sunday,Overcast,17,3.8,regular,Win
31405,Baltimore Orioles,Day Game,Seattle Mariners,Safeco Field,Sunday,Cloudy,13,2.883333333,regular,Win
42131,New York Yankees,Day Game,San Diego Padres,Petco Park,Sunday,Cloudy,9,3.2,regular,Loss
20473,Kansas City Royals,Day Game,Philadelphia Phillies,Citizens Bank Park,Sunday,Cloudy,9,2.7,regular,Win
21831,Pittsburgh Pirates,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Sunday,Sunny,9,3.583333333,regular,Loss
36137,Chicago Cubs,Day Game,New York Mets,Citi Field,Sunday,Cloudy,17,3.283333333,regular,Win
26942,Texas Rangers,Day Game,Minnesota Twins,Target Field,Sunday,Cloudy,9,3.066666667,regular,Win
41836,Colorado Rockies,Day Game,Los Angeles Dodgers,Dodger Stadium,Sunday,Sunny,5,2.866666667,regular,Win
30379,Chicago White Sox,Day Game,Houston Astros,Minute Maid Park,Sunday,In Dome,5,2.966666667,regular,Loss
36801,Los Angeles Angels of Anaheim,Day Game,Boston Red Sox,Fenway Park,Sunday,Sunny,15,3.866666667,regular,Win
12582,Miami Marlins,Night Game,Atlanta Braves,Fort Bragg Park,Sunday,Overcast,7,2.983333333,regular,Loss
26171,San Francisco Giants,Day Game,Arizona Diamondbacks,Chase Field,Sunday,In Dome,9,3.783333333,regular,Loss
35195,Cincinnati Reds,Night Game,Washington Nationals,Nationals Park,Saturday,Cloudy,13,3.583333333,regular,Loss
46197,Cleveland Indians,Day Game,Toronto Blue Jays,Rogers Centre,Saturday,Cloudy,15,3.316666667,regular,Win
17861,Detroit Tigers,Day Game,Tampa Bay Rays,Tropicana Field,Saturday,In Dome,5,2.883333333,regular,Loss
40573,Milwaukee Brewers,Day Game,St. Louis Cardinals,Busch Stadium III,Saturday,Unknown,3,2.666666667,regular,Win
29362,Baltimore Orioles,Night Game,Seattle Mariners,Safeco Field,Saturday,Cloudy,18,3.25,regular,Win
42315,New York Yankees,Night Game,San Diego Padres,Petco Park,Saturday,Sunny,3,2.716666667,regular,Win
40331,Kansas City Royals,Night Game,Philadelphia Phillies,Citizens Bank Park,Saturday,Cloudy,8,2.783333333,regular,Loss
28846,Pittsburgh Pirates,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Saturday,Sunny,6,3.316666667,regular,Loss
41151,Chicago Cubs,Night Game,New York Mets,Citi Field,Saturday,Sunny,7,3.1,regular,Win
21466,Texas Rangers,Day Game,Minnesota Twins,Target Field,Saturday,Cloudy,22,3.1,regular,Win
35116,Chicago White Sox,Day Game,Houston Astros,Minute Maid Park,Saturday,In Dome,13,3.15,regular,Loss
36552,Los Angeles Angels of Anaheim,Night Game,Boston Red Sox,Fenway Park,Saturday,Cloudy,23,3.633333333,regular,Loss
23448,Miami Marlins,Day Game,Atlanta Braves,Turner Field,Saturday,Cloudy,10,2.466666667,regular,Win
30683,San Francisco Giants,Night Game,Arizona Diamondbacks,Chase Field,Saturday,In Dome,11,2.916666667,regular,Win
27631,Cincinnati Reds,Night Game,Washington Nationals,Nationals Park,Friday,Unknown,5,4.5,regular,Win
45825,Cleveland Indians,Day Game,Toronto Blue Jays,Rogers Centre,Friday,In Dome,3,6.216666667,regular,Loss
13537,Detroit Tigers,Night Game,Tampa Bay Rays,Tropicana Field,Friday,In Dome,12,3.1,regular,Loss
42987,Milwaukee Brewers,Night Game,St. Louis Cardinals,Busch Stadium III,Friday,Cloudy,8,2.783333333,regular,Win
33006,Baltimore Orioles,Night Game,Seattle Mariners,Safeco Field,Friday,Cloudy,7,2.583333333,regular,Win
41321,New York Yankees,Night Game,San Diego Padres,Petco Park,Friday,Sunny,13,3.2,regular,Win
30263,Kansas City Royals,Night Game,Philadelphia Phillies,Citizens Bank Park,Friday,Unknown,7,3.1,regular,Win
15710,Pittsburgh Pirates,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Friday,Sunny,10,2.75,regular,Loss
34294,Chicago Cubs,Night Game,New York Mets,Citi Field,Friday,Cloudy,12,2.933333333,regular,Win
25530,Texas Rangers,Night Game,Minnesota Twins,Target Field,Friday,Cloudy,5,3.066666667,regular,Loss
43644,Colorado Rockies,Night Game,Los Angeles Dodgers,Dodger Stadium,Friday,Sunny,5,2.883333333,regular,Win
31965,Chicago White Sox,Night Game,Houston Astros,Minute Maid Park,Friday,In Dome,5,2.966666667,regular,Win
37117,Los Angeles Angels of Anaheim,Night Game,Boston Red Sox,Fenway Park,Friday,Unknown,9,3.6,regular,Win
32036,Miami Marlins,Night Game,Atlanta Braves,Turner Field,Friday,Sunny,12,4.083333333,regular,Loss
24859,San Francisco Giants,Night Game,Arizona Diamondbacks,Chase Field,Friday,In Dome,10,2.866666667,regular,Loss
29386,Cincinnati Reds,Night Game,Washington Nationals,Nationals Park,Thursday,Cloudy,17,3.116666667,regular,Win
41365,Cleveland Indians,Night Game,Toronto Blue Jays,Rogers Centre,Thursday,Sunny,5,2.55,regular,Loss
10729,Detroit Tigers,Night Game,Tampa Bay Rays,Tropicana Field,Thursday,In Dome,17,3.416666667,regular,Loss
44802,Kansas City Royals,Night Game,St. Louis Cardinals,Busch Stadium III,Thursday,Cloudy,6,2.833333333,regular,Loss
23715,Baltimore Orioles,Night Game,Seattle Mariners,Safeco Field,Thursday,Cloudy,8,3.1,regular,Win
36067,San Francisco Giants,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Thursday,Sunny,18,3.716666667,regular,Loss
40122,Chicago Cubs,Night Game,New York Mets,Citi Field,Thursday,Cloudy,7,3.366666667,regular,Win
39934,Texas Rangers,Day Game,New York Yankees,Yankee Stadium III,Thursday,Sunny,3,3.2,regular,Win
33029,Los Angeles Dodgers,Day Game,Milwaukee Brewers,Miller Park,Thursday,Unknown,9,3.316666667,regular,Loss
26158,Minnesota Twins,Day Game,Chicago White Sox,U.S. Cellular Field,Thursday,Unknown,11,3.05,regular,Win
16097,Miami Marlins,Night Game,Atlanta Braves,Turner Field,Thursday,Cloudy,13,3.55,regular,Win
33386,New York Mets,Night Game,Washington Nationals,Nationals Park,Wednesday,Sunny,6,3.016666667,regular,Win
24110,Boston Red Sox,Day Game,Tampa Bay Rays,Tropicana Field,Wednesday,In Dome,4,2.816666667,regular,Win
36683,Houston Astros,Day Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Wednesday,Sunny,14,3.3,regular,Loss
29918,New York Mets,Night Game,Washington Nationals,Nationals Park,Tuesday,Cloudy,5,2.783333333,regular,Win
16986,Boston Red Sox,Night Game,Tampa Bay Rays,Tropicana Field,Tuesday,In Dome,10,3.183333333,regular,Loss
41730,Oakland Athletics,Night Game,San Francisco Giants,AT&T Park,Tuesday,Sunny,24,3.883333333,regular,Loss
24836,Pittsburgh Pirates,Night Game,Seattle Mariners,Safeco Field,Tuesday,Sunny,7,2.883333333,regular,Win
31515,Baltimore Orioles,Night Game,San Diego Padres,Petco Park,Tuesday,Sunny,18,3.133333333,regular,Loss
32373,Texas Rangers,Night Game,New York Yankees,Yankee Stadium III,Tuesday,Unknown,8,2.616666667,regular,Loss
33819,Los Angeles Dodgers,Night Game,Milwaukee Brewers,Miller Park,Tuesday,Sunny,11,3.416666667,regular,Loss
32909,St. Louis Cardinals,Night Game,Kansas City Royals,Kauffman Stadium,Tuesday,Sunny,12,2.833333333,regular,Loss
30808,Miami Marlins,Night Game,Detroit Tigers,Comerica Park,Tuesday,Overcast,12,3,regular,Win
33917,Toronto Blue Jays,Night Game,Colorado Rockies,Coors Field,Tuesday,Cloudy,23,3.85,regular,Loss
35999,Chicago Cubs,Night Game,Cincinnati Reds,Great American Ball Park,Tuesday,Cloudy,9,4.716666667,regular,Loss
22072,Minnesota Twins,Night Game,Chicago White Sox,U.S. Cellular Field,Tuesday,Sunny,4,2.85,regular,Loss
19206,Cleveland Indians,Night Game,Atlanta Braves,Turner Field,Tuesday,Unknown,8,2.666666667,regular,Loss
19645,Philadelphia Phillies,Night Game,Arizona Diamondbacks,Chase Field,Tuesday,In Dome,7,3.566666667,regular,Loss
38781,Houston Astros,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Tuesday,Sunny,8,3.116666667,regular,Loss
33109,New York Mets,Night Game,Washington Nationals,Nationals Park,Monday,Drizzle,15,3.55,regular,Win
18024,Boston Red Sox,Night Game,Tampa Bay Rays,Tropicana Field,Monday,In Dome,20,3.483333333,regular,Win
41442,Oakland Athletics,Night Game,San Francisco Giants,AT&T Park,Monday,Sunny,11,2.716666667,regular,Loss
26925,Los Angeles Dodgers,Day Game,Pittsburgh Pirates,PNC Park,Monday,Unknown,9,3.533333333,regular,Loss
32914,Texas Rangers,Night Game,New York Yankees,Yankee Stadium III,Monday,Unknown,15,3.716666667,regular,Loss
31355,St. Louis Cardinals,Night Game,Kansas City Royals,Kauffman Stadium,Monday,Sunny,8,2.533333333,regular,Win
36419,Toronto Blue Jays,Night Game,Colorado Rockies,Coors Field,Monday,Cloudy,14,2.8,regular,Win
31762,Chicago Cubs,Night Game,Cincinnati Reds,Great American Ball Park,Monday,Overcast,19,3.366666667,regular,Loss
15538,Cleveland Indians,Night Game,Atlanta Braves,Turner Field,Monday,Cloudy,11,3.25,regular,Loss
22567,Philadelphia Phillies,Night Game,Arizona Diamondbacks,Chase Field,Monday,In Dome,8,3.3,regular,Loss
36839,Houston Astros,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Monday,Unknown,6,3.633333333,regular,Loss
36312,Boston Red Sox,Day Game,Texas Rangers,Globe Life Park in Arlington,Sunday,Sunny,8,3.066666667,regular,Win
41479,Philadelphia Phillies,Day Game,San Francisco Giants,AT&T Park,Sunday,Cloudy,15,3.266666667,regular,Win
35955,St. Louis Cardinals,Day Game,Seattle Mariners,Safeco Field,Sunday,Sunny,17,3.416666667,regular,Loss
32228,Los Angeles Dodgers,Night Game,Pittsburgh Pirates,PNC Park,Sunday,Cloudy,7,2.666666667,regular,Win
38673,Minnesota Twins,Day Game,New York Yankees,Yankee Stadium III,Sunday,Sunny,8,2.4,regular,Loss
30215,Washington Nationals,Day Game,Milwaukee Brewers,Miller Park,Sunday,Unknown,5,3.233333333,regular,Loss
27318,Chicago Cubs,Day Game,Miami Marlins,Marlins Park,Sunday,In Dome,7,3.116666667,regular,Win
36450,Houston Astros,Day Game,Kansas City Royals,Kauffman Stadium,Sunday,Unknown,7,2.55,regular,Win
36502,Cleveland Indians,Day Game,Detroit Tigers,Comerica Park,Sunday,Unknown,12,2.8,regular,Loss
32435,Arizona Diamondbacks,Day Game,Colorado Rockies,Coors Field,Sunday,Sunny,16,3.583333333,regular,Win
40805,San Diego Padres,Day Game,Cincinnati Reds,Great American Ball Park,Sunday,Cloudy,3,2.633333333,regular,Win
28345,Toronto Blue Jays,Day Game,Chicago White Sox,U.S. Cellular Field,Sunday,Unknown,7,2.45,regular,Win
38611,Tampa Bay Rays,Day Game,Baltimore Orioles,Oriole Park at Camden Yards,Sunday,Sunny,17,3.05,regular,Win
20484,New York Mets,Day Game,Atlanta Braves,Turner Field,Sunday,Unknown,7,2.65,regular,Win
36715,Oakland Athletics,Day Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Sunday,Sunny,13,3.55,regular,Win
47559,Boston Red Sox,Night Game,Texas Rangers,Globe Life Park in Arlington,Saturday,Cloudy,13,3.5,regular,Win
41928,Philadelphia Phillies,Night Game,San Francisco Giants,AT&T Park,Saturday,Sunny,5,2.783333333,regular,Loss
40431,St. Louis Cardinals,Night Game,Seattle Mariners,Safeco Field,Saturday,Sunny,9,2.883333333,regular,Win
33590,Los Angeles Dodgers,Night Game,Pittsburgh Pirates,PNC Park,Saturday,Sunny,7,2.783333333,regular,Win
40075,Minnesota Twins,Day Game,New York Yankees,Yankee Stadium III,Saturday,Sunny,3,2.733333333,regular,Win
30085,Washington Nationals,Day Game,Milwaukee Brewers,Miller Park,Saturday,Sunny,11,3.083333333,regular,Win
29457,Chicago Cubs,Day Game,Miami Marlins,Marlins Park,Saturday,In Dome,15,3.15,regular,Win
38880,Houston Astros,Night Game,Kansas City Royals,Kauffman Stadium,Saturday,Sunny,18,3.666666667,regular,Loss
39028,Cleveland Indians,Day Game,Detroit Tigers,Comerica Park,Saturday,Sunny,6,2.716666667,regular,Loss
33337,Arizona Diamondbacks,Day Game,Colorado Rockies,Coors Field,Saturday,Cloudy,17,3.583333333,regular,Win
40871,San Diego Padres,Day Game,Cincinnati Reds,Great American Ball Park,Saturday,Sunny,3,2.733333333,regular,Loss
25776,Toronto Blue Jays,Day Game,Chicago White Sox,U.S. Cellular Field,Saturday,Cloudy,18,3.233333333,regular,Loss
18229,Tampa Bay Rays,Day Game,Baltimore Orioles,Oriole Park at Camden Yards,Saturday,Sunny,5,2.766666667,regular,Win
40879,New York Mets,Night Game,Atlanta Braves,Turner Field,Saturday,Cloudy,1,3.316666667,regular,Loss
40643,Oakland Athletics,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Saturday,Sunny,10,3.4,regular,Loss
46811,Boston Red Sox,Night Game,Texas Rangers,Globe Life Park in Arlington,Friday,Cloudy,15,3.8,regular,Loss
42238,Philadelphia Phillies,Night Game,San Francisco Giants,AT&T Park,Friday,Sunny,9,3.35,regular,Win
35746,St. Louis Cardinals,Night Game,Seattle Mariners,Safeco Field,Friday,In Dome,7,2.866666667,regular,Win
28226,Los Angeles Dodgers,Night Game,Pittsburgh Pirates,PNC Park,Friday,Cloudy,14,3.283333333,regular,Win
44808,Minnesota Twins,Night Game,New York Yankees,Yankee Stadium III,Friday,Sunny,8,2.983333333,regular,Win
32668,Washington Nationals,Night Game,Milwaukee Brewers,Miller Park,Friday,Sunny,8,3.1,regular,Win
24385,Chicago Cubs,Night Game,Miami Marlins,Marlins Park,Friday,In Dome,9,3.4,regular,Loss
36195,Houston Astros,Night Game,Kansas City Royals,Kauffman Stadium,Friday,Unknown,17,2.933333333,regular,Loss
37886,Cleveland Indians,Night Game,Detroit Tigers,Comerica Park,Friday,Sunny,12,3.016666667,regular,Loss
35216,Arizona Diamondbacks,Night Game,Colorado Rockies,Coors Field,Friday,Cloudy,19,4.5,regular,Loss
40713,San Diego Padres,Night Game,Cincinnati Reds,Great American Ball Park,Friday,Cloudy,17,3.2,regular,Loss
27196,Toronto Blue Jays,Night Game,Chicago White Sox,U.S. Cellular Field,Friday,Sunny,5,3.366666667,regular,Win
44956,Tampa Bay Rays,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Friday,Unknown,9,3.116666667,regular,Win
25565,New York Mets,Night Game,Atlanta Braves,Turner Field,Friday,Cloudy,14,2.916666667,regular,Loss
41356,Oakland Athletics,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Friday,Sunny,11,3.283333333,regular,Loss
29986,San Francisco Giants,Day Game,Pittsburgh Pirates,PNC Park,Thursday,Unknown,8,3.066666667,regular,Loss
30012,Philadelphia Phillies,Day Game,Minnesota Twins,Target Field,Thursday,Overcast,10,3.116666667,regular,Loss
25291,Chicago Cubs,Night Game,Miami Marlins,Marlins Park,Thursday,In Dome,6,2.716666667,regular,Win
35767,Seattle Mariners,Day Game,Detroit Tigers,Comerica Park,Thursday,Unknown,9,3.4,regular,Win
36558,Arizona Diamondbacks,Night Game,Colorado Rockies,Coors Field,Thursday,Cloudy,13,3.7,regular,Loss
20443,San Diego Padres,Night Game,Cincinnati Reds,Great American Ball Park,Thursday,Overcast,11,3.433333333,regular,Loss
37790,Chicago White Sox,Day Game,Boston Red Sox,Fenway Park,Thursday,Cloudy,15,4.416666667,regular,Win
22324,New York Mets,Night Game,Atlanta Braves,Turner Field,Thursday,Cloudy,7,2.9,regular,Win
36412,Oakland Athletics,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Thursday,Sunny,9,3.05,regular,Loss
46967,Arizona Diamondbacks,Day Game,Toronto Blue Jays,Rogers Centre,Wednesday,Cloudy,7,2.9,regular,Win
32407,Cincinnati Reds,Night Game,Texas Rangers,Globe Life Park in Arlington,Wednesday,Cloudy,10,2.633333333,regular,Win
33747,San Francisco Giants,Night Game,Pittsburgh Pirates,PNC Park,Wednesday,Unknown,13,3.466666667,regular,Loss
13586,Milwaukee Brewers,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Wednesday,Sunny,6,2.883333333,regular,Loss
35185,Kansas City Royals,Day Game,New York Mets,Citi Field,Wednesday,Sunny,7,3.1,regular,Win
27729,San Francisco Giants,Night Game,Pittsburgh Pirates,PNC Park,Tuesday,Cloudy,19,3.816666667,regular,Loss
14810,Milwaukee Brewers,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Tuesday,Sunny,8,3.533333333,regular,Win
40122,Kansas City Royals,Night Game,New York Mets,Citi Field,Tuesday,Cloudy,3,2.933333333,regular,Win
34760,Colorado Rockies,Night Game,New York Yankees,Yankee Stadium III,Tuesday,Cloudy,12,3.516666667,regular,Loss
25714,Philadelphia Phillies,Night Game,Minnesota Twins,Target Field,Tuesday,Cloudy,24,3.4,regular,Win
19961,Atlanta Braves,Night Game,Miami Marlins,Marlins Park,Tuesday,In Dome,5,3.266666667,regular,Loss
42307,Washington Nationals,Night Game,Los Angeles Dodgers,Dodger Stadium,Tuesday,Sunny,5,2.733333333,regular,Win
25004,Los Angeles Angels of Anaheim,Night Game,Houston Astros,Minute Maid Park,Tuesday,In Dome,5,2.9,regular,Win
30150,Seattle Mariners,Night Game,Detroit Tigers,Comerica Park,Tuesday,Cloudy,6,2.783333333,regular,Win
15629,Tampa Bay Rays,Night Game,Cleveland Indians,Progressive Field,Tuesday,Sunny,6,2.6,regular,Win
41616,St. Louis Cardinals,Night Game,Chicago Cubs,Wrigley Field,Tuesday,Sunny,7,2.916666667,regular,Loss
36544,Chicago White Sox,Night Game,Boston Red Sox,Fenway Park,Tuesday,Cloudy,4,2.9,regular,Loss
23876,San Diego Padres,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Tuesday,Cloudy,17,3.733333333,regular,Loss
35366,Baltimore Orioles,Night Game,Texas Rangers,Globe Life Park in Arlington,Monday,Cloudy,7,3.066666667,regular,Win
27906,San Francisco Giants,Night Game,Pittsburgh Pirates,PNC Park,Monday,Cloudy,1,2.4,regular,Win
22118,Arizona Diamondbacks,Day Game,Philadelphia Phillies,Citizens Bank Park,Monday,Cloudy,4,2.666666667,regular,Loss
18187,Colorado Rockies,Night Game,Miami Marlins,Marlins Park,Monday,In Dome,8,3.283333333,regular,Loss
44712,Washington Nationals,Night Game,Los Angeles Dodgers,Dodger Stadium,Monday,Sunny,5,2.833333333,regular,Win
22553,Los Angeles Angels of Anaheim,Night Game,Houston Astros,Minute Maid Park,Monday,In Dome,17,3.216666667,regular,Win
27670,Seattle Mariners,Night Game,Detroit Tigers,Comerica Park,Monday,Cloudy,15,4.483333333,regular,Win
13811,Tampa Bay Rays,Night Game,Cleveland Indians,Progressive Field,Monday,Cloudy,11,2.433333333,regular,Win
41166,St. Louis Cardinals,Night Game,Chicago Cubs,Wrigley Field,Monday,Cloudy,5,3,regular,Loss
36291,Chicago White Sox,Night Game,Boston Red Sox,Fenway Park,Monday,Cloudy,4,3.55,regular,Loss
17361,San Francisco Giants,Day Game,Tampa Bay Rays,Tropicana Field,Sunday,In Dome,6,3.5,regular,Loss
44897,Texas Rangers,Day Game,St. Louis Cardinals,Busch Stadium III,Sunday,Cloudy,9,2.966666667,regular,Loss
32285,Washington Nationals,Day Game,San Diego Padres,Petco Park,Sunday,Sunny,9,2.983333333,regular,Win
40214,Arizona Diamondbacks,Day Game,Philadelphia Phillies,Citizens Bank Park,Sunday,Cloudy,6,2.983333333,regular,Loss
22846,Los Angeles Angels of Anaheim,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Sunday,Cloudy,2,2.316666667,regular,Loss
41576,Atlanta Braves,Day Game,New York Mets,Citi Field,Sunday,Sunny,6,2.85,regular,Loss
